transaction_id,order_date,customer_id,customer_name,customer_email,customer_city,customer_country,product_id,product_name,category,subcategory,brand,unit_price,quantity,discount_percent,tax_percent,shipping_cost,total_amount,payment_method,currency,sales_channel,salesperson_id,salesperson_name,region,warehouse_id,order_status,delivery_date,customer_rating,return_flag,notes
TX111445,30/04/2023,C93584,Tracy Wyatt,denniswilliams@example.com,New Alice,United States,P0096,Elektra Furniture 852,Home & Garden,Furniture,Elektra,"811,35",2,15,23,0,"1379,30",bank transfer ,usd,physical store,S014,Michele Williams,Midwest,LAX-02,cancelled,2023-05-02,5,NO,
TX107149,2024-09-15,C57425,Joanne Crawford,brianlara@example.org,West Garyburgh,United States,P0090,Tessara Accessories 239,Apparel,Accessories,Tessara,"1 836,47",1,0,23,0,"1 836,47",PayPal,USD ,physical store,S009,Gabrielle Davis,Mid-Atlantic,SEA-05,in progress ,29.09.2024,1,NO,
TX117762,2024-11-13 00:00:00,C24089,Leah Lam,lewislori@example.com,LAKE DANIELCHESTER,USA,P0194,Orvex Makeup 928,Beauty,Makeup,Orvex,1763.23,1,10,23,9.99,1596.90,PayPal,usd,marketplace,S008,Gina Moore,Great Lakes,SEA-05,in progress,21/11/2024,5,no,
TX104413,19/08/2023,C14244,Jennifer Smith,stevenhopkins@example.com,Campbellville,united states,P0120,Kindra Gardening 257,Home & Garden,Gardening,Kindra,"1728,89",1,10,23,9.99,"1565,99",cash on delivery,$,online,S017,Holly Wood,Northeast,LAX-02,in progress,2023-08-27 00:00:00,3,NO,
TX118660,29/10/2024,C47777,David Alexander,bbenton@example.com,West Joshuafurt, United States,P0012,Fabex Laptops 498,Electronics,Laptops,Fabex,3872.32,4,15,23,0,"13165,89",credit card,$,call center,S012,Jamie Arnold,Southwest,LAX-02,completed,"November 7, 2024",5,NO,no comment
TX105264,07/13/2023,C15130,Catherine Reynolds,coreypope@example.net,North Michael,UNITED STATES,P0164,Groveo Dolls 594,Toys,Dolls,Groveo,,2,5,23,,,Credit Card,USD,physical store,S040,Brittany Farmer,Southwest,SEA-05,returned,2023-07-25,1,0,Complaint under review
TX108152,2023-11-30,C90356,Gilbert Baldwin,holly18@example.net,Michaelport,united states,P0008,Northal Laptops 178,Electronics,Laptops,Northal,3240.03 USD,1,15,23,0,"2,754.03",cash,USD,mobile app,S003,Angie Henderson,West Coast,LAX-02,in progress ,2023-12-09,5,NO,Duplicate order - needs verification
TX105047,"December 5, 2023",C39817,Cindy Shaw,katie71@example.net,Saraborough,UNITED STATES,P0086,Sunwood Accessories 550,Apparel,Accessories,Sunwood,"3 803,87",1,5,23,0,,mobile payment,USD,online,S014,Michele Williams,West Coast,NYC-01,returned item,12/07/2023,2,no,
TX106872,2023-12-02,C99925,Chad Robertson,gschmidt@example.com,Baileybury, United States,P0209,Fabex Personal Hygiene 568,Beauty,Personal Hygiene,Fabex,920.87,1,10,23,14.99 USD,,Card Payment,USD ,marketplace,S001,Allison Hill,West Coast,LAX-02,Pending ,2023-12-15,1,NO,Delayed delivery
TX102268N,2024-09-26 00:00:00,C71057,Donald Castillo,boyererika@example.net,LAKE PAULA,UNITED STATES,P0134,Kraton Sportswear 887,Sports,Sportswear,Kraton,-1302.29,1,10,23,"19,99","1192,05",Credit Card,USD ,mobile app,S008,Gina Moore,Pacific Northwest,LAX-02,COMPLETED,2024-10-06,,NO,Priority order
TX111392,12/06/2023,C94278,April Roth,sherry96@example.com,West Andrewton, United States,P0158,Northal Board Games 187,Toys,Board Games,Northal,4151.82,1,5,23,9.99 USD,"3954,22",mobile payment,USD ,physical store,S023,Ethan Adams,Southeast,DAL-04,Completed,,5,NO,Complaint under review
TX118872,"October 3, 2023",C43202,Cynthia Christensen,ladkins@example.com,Williamsville,United States,P0113,Orvex Decor 170,Home & Garden,Decor,Orvex,"4884,46",1,0,23,14.99,4899.45, Mobile Payment,USD,physical store,S022,Patty Perez,Great Lakes,CHI-03,Completed,14.10.2023,,NO,no comment
TX115813,"October 24, 2023",C65176,Tamara Graves,,North Wendyland,United States,P0204,Kindra Hair Care 420,beauty,Hair Care,Kindra,4796.76,2,0,23,0,"9593,52",credit card,USD ,mobile app,S040,Brittany Farmer,Great Lakes,LAX-02,Completed,2023-11-01,2,NO,Duplicate order - needs verification
TX116578,09/08/2024,C41439,Riley Marshall,xsmith@example.org,Josephview,UNITED STATES,P0066,Milvex Jackets 801,Apparel,Jackets,Milvex,2408.45,1,10,23,19.99,2187.59,Credit Card,USD ,marketplace,S035,Debra Davidson,Southwest,DAL-04,pending,2024-09-16,1,no,Complaint under review
TX111099,"May 4, 2023",C49552,Megan Smith,thomaselizabeth@example.org,Stephanieport, United States,P0019,Orvex Tablets 454,Electronics,Tablets,Orvex,"4237,20",1,20,23,"14,99",3404.75 USD,mobile payment,USD,physical store,S003,Angie Henderson,Gulf Coast,LAX-02,in progress,2023-05-14,4,NO,
TX118642,2024-12-18,C77984,James Cook,vanessajimenez@example.org,Aaronton,USA,P0116,Primo Gardening 789,Home & Garden,Gardening,Primo,1971.23 USD,3,0,23,0,"5913,69",cash on delivery,$,marketplace,S033,Tricia Valencia,Mid-Atlantic,CHI-03,returned,12/25/2024,,NO,
TX110393,2023-10-05,C86483,Jared English,charles35@example.org,West Zacharyborough,USA,P0044,Sunwood Coffee Makers 469,Appliances,Coffee Makers,Sunwood,4302.33,2,,23,0,"8604,66",bank transfer ,USD,physical store,S027,Justin Baker,Mountain West,NYC-01,returned item,2023-10-19,2,NO,Duplicate order - needs verification
TX106248,2023-12-19,C36130,Charles Scott,moorestephanie@example.net,North Christina,United States,P0054,Kraton Vacuum Cleaners 126,Appliances,Vacuum Cleaners,Kraton,3533.18,1,25,23,0,2649.88,CREDIT CARD,usd,physical store,S016,Brian Ramirez,Gulf Coast,SEA-05,Cancelled,2024-01-02 00:00:00,4,no,-
TX109072,19.09.2024,C60615,Timothy West,rose00@example.org,Lake Michaelfurt,USA,P0168,Vantia Dolls 426,Toys,Dolls,Vantia,$4358.97,1,15,23,0,3705.12,cash,USD ,online,S018,Derek Zuniga,Great Lakes,CHI-03,returned,2024-09-27,5,NO,
TX112218,23/10/2024,C80776,Brenda Jimenez,beckydominguez@example.com,Jamieland,UNITED STATES,P0182,Lumira Facial Care 514,BEAUTY,Facial Care,Lumira,677.84,1,5,23,0,643.95, Mobile Payment,USD ,physical store,S007,Abigail Shaffer,Southwest,LAX-02,Pending ,28/10/2024,5,NO,
TX116436,,C19564,Anthony Carpenter MD,jjackson@example.org,Andreamouth,united states,P0168,Vantia Dolls 426,Toys,Dolls,Vantia,"1 532,05",4,0,23,$14.99,6143.19,cash on delivery,usd,marketplace,S036,Jeffrey Chavez,Southeast,NYC-01,Completed,21/09/2023,,NO,
TX107865,04/08/2023,C36680,Kelly Romero,ymitchell@example.com,East Bobby,UNITED STATES,P0164,Groveo Dolls 594, Toys,Dolls,Groveo,"1,542.77",3,5,23,19.99,4416.88 USD,bank transfer,USD,call center,S003,Angie Henderson,Great Lakes,DAL-04,COMPLETED,21/04/2023,4,NO,-
TX110262,2023-01-05,C68341,Alicia Thomas,stephanie27@example.net,Christopherchester,United States,P0039,Kraton Refrigerators 374,Appliances,Refrigerators,Kraton,"2,570.63",2,0,23,"9,99","5151,25",Credit Card,USD,mobile app,S034,Nathan Maldonado,Midwest,DAL-04,Pending ,2023-01-07,3,NO,no comment
TX118209,2024-05-31,C58213,Johnathan Hughes,john87@example.org,North Michael,United States,P0116,Primo Gardening 789,Home & Garden,Gardening,Primo,"1968,94",1,15,23,0,, Mobile Payment,USD ,online,S003,Angie Henderson,Mid-Atlantic,DAL-04,returned item,2024-06-05,4,NO,
TX110615,2024-05-19,C26683,Douglas Johnson,zpark@example.net,Jenniferfurt, United States,P0129,Groveo Fitness Equipment 137,Sports,Fitness Equipment,Groveo,$2115.85,2000,0,23,0,"4231,70",Bank Transfer,$,online,S038,Cassandra Gaines,Mountain West,SEA-05,returned item,2024-05-29,4,no,-
TX112108,2024-03-26,C88193,michael walters,millspatrick@example.net,South Andrea,united states,P0106,Groveo Tools 284,Home & Garden,Tools,Groveo,"4,588.74",3,15,23,,"11,711.28",Card Payment,USD ,marketplace,S009,Gabrielle Davis,Northeast,CHI-03,Cancelled,2024-03-29,3,NO,Priority order
TX115180,2024-05-01,C42706,Jennifer Castaneda,derrickrodriguez@example.com,Nelsonfort,United States,P0145,Elektra Athletic Shoes 327,Sports,Athletic Shoes,Elektra,"4 455,82",4,0,23,9.99 USD,17833.27,Card Payment,USD ,call center,S020,Carla Gray,Northeast,NYC-01,returned item,2024-05-03,,NO,-
TX104036,,C50001,Nicole Johnston,walkerkeith@example.com,East Matthew,United States,P0177,Boreo Puzzles 628,Toys,Puzzles,Boreo,"3536,06",1,0,23,0,3536.06,CREDIT CARD,$,online,S032,James Ferrell,Northeast,LAX-02,in progress ,2023-12-25,,NO,Complaint under review
TX105789,"July 18, 2024",C60351,Jessica Parker,hli@example.net,Sanchezberg,UNITED STATES,P0030,Boreo Phone Accessories 464,Electronics,Phone Accessories,Boreo,"1 182,98",3,5,23,0,,cash on delivery,$,marketplace,S031,Rebecca Henderson,Gulf Coast,LAX-02,in progress,30/07/2024,5,NO,Payment system error - fixed manually
TX117392,20.08.2023,C83792,James Brown,gonzalezkaren@example.org,Francesberg,UNITED STATES,P0125,Tessara Bicycles 510,Sports,Bicycles,Tessara,,2,5,23,9.99 USD,5676.68,Bank Transfer,USD,physical store,S016,Brian Ramirez,Gulf Coast,CHI-03,Pending ,2023-08-30,,NO,Customer requested an invoice
TX118304,01.08.2024,C79013,Stanley Wiley,andre82@example.org,North Brittney,USA,P0037,Lumira Refrigerators 352,Appliances,Refrigerators,Lumira,3496.78 USD,1,5,23,14.99,"3336,93",bank transfer,USD ,mobile app,S017,Holly Wood,Midwest,NYC-01,in progress,07/08/2024,5,NO,
TX109974,19/03/2023,C69890,Anne Robinson,duncangregory@example.org,Piercestad,US,P0073,Primo T-shirts 406,Apparel,T-shirts,Primo,2332.61,1,15,23,0,"1982,72",mobile payment,USD,online,S034,Nathan Maldonado,Pacific Northwest,CHI-03,COMPLETED,03/23/2023,5,YES,no comment
TX108581,29/01/2024,C97900,Jonathan Young,tgallegos@example.org,Gregorystad,US,P0181,Vantia Facial Care 337,Beauty,Facial Care,Vantia,3151.93,2,0,23,0,"6303,86", Mobile Payment,$,call center,S036,Jeffrey Chavez,Northeast,NYC-01,Pending ,05/02/2024,5,NO,Payment system error - fixed manually
TX117297,2023-11-06,C98188,JENNIFER SMITH,crystal54@example.net,Carrberg,USA,P0063,Orvex Jackets 672,Apparel,Jackets,Orvex,4204.91 USD,2,5,23,19.99,"8 009,32",Credit Card,$,physical store,S004,Daniel Wagner,Northeast,SEA-05,COMPLETED,18/11/2023,,NO,-
TX105880,15.06.2023,C69048,Joseph Sanchez,qtownsend@example.org,Christopherberg,USA,P0195,Lumira Makeup 164,Beauty ,Makeup,Lumira,$1211.46,3,25,23,0,2725.78,Card Payment,usd,marketplace,S022,Patty Perez,Gulf Coast,LAX-02,in progress ,06/27/2023,3,no,Customer requested an invoice
TX111900,2023-02-21 00:00:00,C89463,Christopher Sullivan,thomasmooney@example.org,Walkerberg,united states,P0184,Milvex Facial Care 755,Beauty,Facial Care,Milvex,"3073,27",2,25,23,0,"4 609,90",credit card,USD ,online,S038,Cassandra Gaines,Northeast,DAL-04,returned,01.03.2023,3,no,no comment
TX109815,"October 8, 2024",C82305,Jason Todd,,New Jamesfort,united states,P0142,Sunwood Sports Accessories 915,Sports,Sports Accessories,Sunwood,"1 155,10",1,0,23,19.99,1175.09,mobile payment,USD ,marketplace,S033,Tricia Valencia,Gulf Coast,LAX-02,pending,2024-10-12,4,0,N/A
TX102476,26/10/2023,C78674,Stephanie Wang,monroeluke@example.com,Port Lauraport, United States,P0070,Vantia Shoes 249,Apparel,Shoes,Vantia,"1974,47",1,15,23,0,"1678,30",CREDIT CARD,USD,call center,S019,Lisa Jackson,Northeast,LAX-02,completed,2023-11-04,5,NO,Priority order
TX106210,2024-09-12,C50392,SARAH FOSTER,douglasdakota@example.com,North Jeremy,United States,P0200,Boreo Hair Care 568,Beauty,Hair Care,Boreo,"3423,21",4,10,23,19.99,$12343.55,CREDIT CARD,USD ,online,S037,Sherri Baker,Mid-Atlantic,DAL-04,COMPLETED,2024-09-24,,no,Delayed delivery
TX103084,2024-06-09 00:00:00,C27146,Benjamin Phillips,prattsue@example.net,Heatherfurt,united states,P0018,Kraton Headphones 612,Electronics,Headphones,Kraton,"2784,53",1,0,23,0,2784.53 USD,mobile payment,$,online,S009,Gabrielle Davis,Southeast,DAL-04,completed,18.06.2024,5,,Payment system error - fixed manually
TX105816,2023-03-29,C68447,Cory Eaton,beasleygina@example.org,Brandyborough,USA,P0199,Sunwood Hair Care 433,Beauty,Hair Care,Sunwood,"4490,28",1,5,23,14.99,4280.76,Bank Transfer,USD,online,S010,Ryan Munoz,Gulf Coast,DAL-04,Cancelled,2023-04-01 00:00:00,,NO,Payment system error - fixed manually
TX119015,28.05.2023,C51145,Michael Vance,tjensen@example.com,Lake Katherine,USA,P0076,Elektra T-shirts 352,Apparel,T-shirts,Elektra,,1,0,23,9.99,"3642,18",Card Payment,USD ,mobile app,S012,Jamie Arnold,Mountain West,CHI-03,Completed,31/05/2023,5,no,N/A
TX104942,2023-03-14,C45018,John Golden DDS,johnsonanthony@example.net,Lake  Jill,US,P0118,Kindra Gardening 410,Home & Garden,Gardening,Kindra,2893.24,2,0,23,"14,99","5 801,47",Bank Transfer,USD ,mobile app,S011,Monica Herrera,Mountain West,SEA-05,pending,2023-03-20,,NO,
TX118445,08/06/2023,C27477,Elizabeth Hansen,ywalker@example.org,West Kevin,united states,P0001,Nova Smartphones 283,Electronics,Smartphones,Nova,3900.23,1,10,23,14.99,3525.20,cash,USD,online,S033,Tricia Valencia,Pacific Northwest,SEA-05,completed,2023-06-16,5,,Duplicate order - needs verification
TX104109,06.07.2024,C30392,Brian Carey,danieldaniel@example.com,Port Robert,UNITED STATES,P0093,Boreo Furniture 590,Home & Garden,Furniture,Boreo,2164.99 USD,4,,23,0,8226.96,bank transfer ,$,physical store,S024,Tommy Walter,Great Lakes,CHI-03,cancelled,2024-07-11,3,NO,
TX112726,"July 9, 2023",C79942,Deanna Griffith,kwoods@example.com,New Melissa,United States,P0063,Orvex Jackets 672,Apparel,Jackets,Orvex,2172.75,2,0,23,0,4345.50,Card Payment,USD ,mobile app,S007,Abigail Shaffer,Mid-Atlantic,NYC-01,returned,2023-07-19,5,NO,Complaint under review
TX115552,"April 20, 2023",C76237,Jeremy Thornton,rodriguezsierra@example.net,New Barry, United States,P0149,Tessara Athletic Shoes 326,Sports,Athletic Shoes,Tessara,"4,776.28",1,5,23,0,4537.47 USD,bank transfer ,USD ,marketplace,S016,Brian Ramirez,Pacific Northwest,CHI-03,COMPLETED,2023-05-02,,NO,Delayed delivery
TX118017,12.07.2023,C61964,Deborah Stewart,elizabethrobertson@example.com,West Tammieville,United States,P0135,Boreo Sportswear 773,Sports,Sportswear,Boreo,"1048,39",2,0,23,0,2096.78, Mobile Payment,$,physical store,S032,James Ferrell,Northeast,DAL-04,Pending ,2023-07-22,1,NO,N/A
TX118554,13/07/2023,C88697,Stephen Anderson,jamesgray@example.com,Carolbury,UNITED STATES,P0148,Tessara Athletic Shoes 804,Sports,Athletic Shoes,Tessara,1744.89 USD,1,0,23,0,"1 744,89",mobile payment,USD ,call center,S027,Justin Baker,Southwest,SEA-05,in progress,"July 17, 2023",,NO,-
TX100335,"February 18, 2024",C17716,Maria Lucas,tammy61@example.org,West Jeffreyhaven,USA,P0105,Boreo Tools 706,Home & Garden ,Tools,Boreo,1954.56 USD,3,25,23,0,4397.76, Mobile Payment,USD ,marketplace,S002,Noah Rhodes,Southeast,LAX-02,Pending ,01/03/2024,5,,
TX117214,17.08.2023,C38255,Julie Johnson,,Lake Stephenburgh,united states,P0109,Orvex Decor 572,Home & Garden,Decor,Orvex,"2279,63",5,15,23,19.99,"9,708.42",mobile payment,USD,mobile app,S016,Brian Ramirez,Great Lakes,CHI-03,completed,2023-08-29,1,NO,Complaint under review
TX100639,"May 30, 2024",C65296,Richard Stevenson,,Lake Rachel,United States,P0057,Tessara Microwaves 712,Appliances,Microwaves,Tessara,"144,36",1,0,23,"9,99",154.35 USD,bank transfer,USD ,marketplace,S039,Elizabeth Fowler,Mountain West,LAX-02,Cancelled,"June 10, 2024",5,NO,Payment system error - fixed manually
TX111785,2024-11-25,C55353,John Ingram,victoriabenson@example.com,New Josephtown,US,P0104,Northal Tools 677,Home & Garden,Tools,Northal,4749.97,3,0,23,14.99,14264.90,CREDIT CARD,USD ,mobile app,S017,Holly Wood,West Coast,SEA-05,cancelled,27.11.2024,5,NO,no comment
TX103046,21.11.2023,C28131,Jessica Hammond,ashaw@example.org,Port Cassandra, United States,P0113,Orvex Decor 170,Home & Garden,Decor,Orvex,2108.66,1,0,23,0,2108.66,mobile payment,USD,online,S037,Sherri Baker,Southeast,NYC-01,in progress ,22/11/2023,2,NO,
TX101119,23/11/2024,C62725,Emily Crawford,,New  Crystal,US,P0153,Tessara Building Blocks 807,Toys,Building Blocks,Tessara,2875.63,1,15,23,0,"2444,29",mobile payment,$,call center,S029,Zachary Hicks,Gulf Coast,NYC-01,Cancelled,,,,Complaint under review
TX101514,"August 13, 2024",C60615,Timothy West,rose00@example.org,Lake Michaelfurt,united states,P0089,Fabex Accessories 766,Apparel,Accessories,Fabex,2697.52,2,15,23,0,4585.78 USD,mobile payment,USD ,physical store,S008,Gina Moore,Mountain West,LAX-02,in progress ,2024-08-25,4,1,
TX112018,,C30631,Timothy Long,wgonzalez@example.net,Jacobbury, United States,P0001,Nova Smartphones 283,Electronics,Smartphones,Nova,368.73,2,0,23,0,737.46,PayPal,USD ,call center,S037,Sherri Baker,Midwest,CHI-03,Completed,07.07.2024,,NO,
TX115315,25/06/2024,C11231,Wayne Morales,asantana@example.com,Morrisport,UNITED STATES,P0114,Fabex Decor 968,Home & Garden,Decor,Fabex,3123.62 USD,2,10,23,0,5622.52 USD,credit card,usd,mobile app,S025,Matthew Foster,Mountain West,LAX-02,Completed,03/07/2024,,YES,Priority order
TX100435,2023-11-16 00:00:00,C69233,Dawn Haynes,wileyaudrey@example.com,Hollybury,united states,P0024,Lumira Tablets 728,Electronics,Tablets,Lumira,"3623,57",1,0,23,0,$3623.57,cash on delivery,$,physical store,S007,Abigail Shaffer,Pacific Northwest,SEA-05,COMPLETED,"November 27, 2023",,no,
TX115508,28/03/2024,C54185,Stephen Thompson,yzamora@example.org,Wallacemouth,US,P0195,Lumira Makeup 164,Beauty,Makeup,Lumira,"4677,65",2,20,23,19.99,7504.23 USD,bank transfer,USD,marketplace,S034,Nathan Maldonado,Southeast,SEA-05,returned,2024-04-05,,NO,
TX117331,2023-06-10,C28465,Blake Taylor,julie34@example.org,East Lauraberg,UNITED STATES,P0072,Primo Shoes 382,Apparel,Shoes,Primo,4225.44,1,0,23,"19,99","4,245.43",CREDIT CARD,usd,call center,S013,Lisa Hensley,Northeast,SEA-05,returned item,"June 19, 2023",,NO,
TX108017,23/08/2024,C72973,Jimmy Bell,gonzalezclaudia@example.org,South Zacharymouth,UNITED STATES,P0097,Orvex Lighting 748,Home & Garden,Lighting,Orvex,"3,834.86",5,0,23,"9,99",19184.29, Mobile Payment,USD,mobile app,S010,Ryan Munoz,Great Lakes,LAX-02,in progress ,,1,NO,-
TX115297,2023-04-19,C49857,Philip Smith,tara90@example.com,South Daniel,UNITED STATES,P0159,Kraton Board Games 951,Toys,Board Games,Kraton,1325.94,1,0,23,0,"1,325.94",PayPal,USD ,online,S002,Noah Rhodes,Northeast,NYC-01,returned,27/04/2023,5,no,Complaint under review
TX106751,18/09/2023,C12260,Ellen Mooney,hillmelanie@example.net,Welchborough,USA,P0097,Orvex Lighting 748,Home & Garden,Lighting,Orvex,$4728.49,1,0,23,0,4728.49,CREDIT CARD,usd,physical store,S038,Cassandra Gaines,Gulf Coast,CHI-03,Completed,09/23/2023,,NO,Payment system error - fixed manually
TX107864,2024-01-04,C94343,Hector Bruce,patriciagrant@example.net,Lake Christopher,US,P0050,Kraton Vacuum Cleaners 291,Appliances,Vacuum Cleaners,Kraton,"2,230.78",2,20,23,0,3569.25,PayPal,USD,marketplace,S032,James Ferrell,Midwest,CHI-03,in progress ,13/01/2024,,1,-
TX111268,02.10.2023,C43612,Amy Higgins,brittany44@example.org,New  Melissaborough,united states,P0022,Fabex Tablets 177,Electronics,Tablets,Fabex,"1010,20",1,10,23,$9.99,"919,17",credit card,USD ,physical store,S005,Cristian Santos,Great Lakes,DAL-04,pending,,5,no,
TX111962,2023-03-07,C59712,Gregory Miller,heatherthompson@example.net,Lunabury,USA,P0063,Orvex Jackets 672,Apparel,Jackets,Orvex,,1,0,23,$19.99,"3251,04",Card Payment,usd,marketplace,S011,Monica Herrera,Southwest,DAL-04,completed,2023-03-10,5,NO,
TX103696,04/11/2023,C82357,Dr. William Warren,tina34@example.org,Harrytown,united states,P0088,Fabex Accessories 943,Apparel,Accessories,Fabex,"4359,64",1,10,23,"14,99",3938.67 USD,cash on delivery,usd,online,S028,Stephanie Ross,Northeast,DAL-04,completed,06/11/2023,,no,no comment
TX107225,19/11/2023,C33002,Pamela Pearson,brianchapman@example.org,New Melissaton,united states,P0169,Kraton Toy Vehicles 407,Toys,Toy Vehicles,Kraton,$2700.89,4,0,23,0,"10 803,56",cash on delivery,USD,marketplace,S003,Angie Henderson,Gulf Coast,CHI-03,in progress ,2023-11-27,,0,-
TX117325,2024-12-07,C70981,David Peters,jason99@example.org,Port Robertberg,United States,P0045,Kraton Coffee Makers 193,Appliances,Coffee Makers,Kraton,"2 710,93",2,0,23,"9,99",5431.85,CREDIT CARD,$,physical store,S010,Ryan Munoz,Southwest,LAX-02,cancelled,"December 18, 2024",,no,
TX101318,06/01/2024,C42850,Kathleen Duncan,williamspatrick@example.net,West Adambury, United States,P0097,Orvex Lighting 748,Home & Garden,Lighting,Orvex,561.53,2,20,23,0,"898,45", Mobile Payment,$,mobile app,S025,Matthew Foster,Southeast,LAX-02,in progress,2024-01-17,5,NO,Priority order
TX116840N,2023-03-18,C25012,Isaiah Blake,brandonhull@example.net,Stewartfurt, United States,P0112,Elektra Decor 951,Home & Garden,Decor,Elektra,-4502.40,1,0,23,$19.99,"4522,39",bank transfer ,usd,online,S007,Abigail Shaffer,Northeast,SEA-05,Cancelled,24/03/2023,1,NO,Duplicate order - needs verification
TX100516,2023-02-18,C16175,Thomas Kennedy,katherineharrison@example.net,North Andrewborough,United States,P0174,Kraton Toy Vehicles 793,Toys,Toy Vehicles,Kraton,5195.98,1,10,23,0,4676.38,bank transfer,USD ,mobile app,S030,Anthony Rodriguez,Southeast,DAL-04,Cancelled,02/22/2023,5,no,Priority order
TX111118,2024-07-18,C71000,Cody Love,riverawendy@example.net,Lake Sarahhaven,united states,P0185,Kindra Facial Care 542,Beauty,Facial Care,Kindra,2212.41,4,20,23,0,7079.71,Bank Transfer,USD ,online,S015,Dylan Miller,Pacific Northwest,SEA-05,completed,19/07/2024,4,no,
TX102003,2023-10-26,C55607,Peter Gaines,youngcharles@example.net,West Tinachester,united states,P0108,Groveo Tools 127,Home & Garden,Tools,Groveo,"5113,71",1,5,23,0,$4858.02,mobile payment,$,marketplace,S019,Lisa Jackson,Northeast,DAL-04,returned,2023-10-30,,NO,no comment
TX111155,2023-02-05,C62487,Devon Ramos,gblack@example.org,Cindyfurt,USA,P0144,Nova Sports Accessories 200,Sports,Sports Accessories,Nova,"791,31",2,0,23,9.99,"1 592,61",cash,$,mobile app,S010,Ryan Munoz,West Coast,DAL-04,Pending ,08.02.2023,1,NO,Payment system error - fixed manually
TX115556,2024-04-22,C28098,Anna Cooley,qschwartz@example.com,Diazhaven,United States,P0133,Kindra Sportswear 187,Sports,Sportswear,Kindra,2184.35 USD,1,0,23,0,2184.35,credit card,USD,mobile app,S037,Sherri Baker,Northeast,DAL-04,in progress,2024-05-06,,NO,Customer requested an invoice
TX107101,"September 12, 2023",C71644,Brandon Coleman,thomasgriffin@example.com,Chapmanhaven,United States,P0019,Orvex Tablets 454,Electronics,Tablets,Orvex,,1,5,23,0,"1234,84",Bank Transfer,$,mobile app,S012,Jamie Arnold,West Coast,LAX-02,returned,2023-09-15 00:00:00,4,no,
TX101201,04.11.2023,C81643,Paige Smith,meyeralexandria@example.net,Hallmouth,United States,P0174,Kraton Toy Vehicles 793,Toys,Toy Vehicles,Kraton,4462.65 USD,3,5,23,0,$12718.55,CREDIT CARD,usd,call center,S009,Gabrielle Davis,Great Lakes,LAX-02,cancelled,2023-11-18,3,NO,Delayed delivery
TX116739,2023-10-07,C88504,Amanda Huff,vlopez@example.com,North Kennethville,USA,P0198,Groveo Makeup 291,Beauty,Makeup,Groveo,"5,471.87",1,0,23,0,$5471.87,mobile payment,USD,call center,S039,Elizabeth Fowler,Southwest,CHI-03,returned item,10/19/2023,4,NO,no comment
TX102606,14.12.2023,C98696,Matthew Fernandez,novaksara@example.org,South Todd,united states,P0037,Lumira Refrigerators 352,Appliances,Refrigerators,Lumira,1717.90 USD,4,10,23,0,"6184,44", Mobile Payment,usd,call center,S021,Margaret Hawkins DDS,Midwest,SEA-05,pending,24/12/2023,1,NO,
TX117531,2023-03-09 00:00:00,C96761,Timothy Smith,williamslaurie@example.com,New Deborah,United States,P0165,Sunwood Dolls 587,Toys,Dolls,Sunwood,298.35 USD,2,15,23,$9.99,,cash,$,marketplace,S021,Margaret Hawkins DDS,Mid-Atlantic,CHI-03,Completed,2023-03-18,,NO,no comment
TX102378,04.05.2023,C47431,Ian Cunningham,ycole@example.net,North Christina,US,P0119,Boreo Gardening 358,Home & Garden,Gardening,Boreo,"96,86",2,10,23,19.99 USD,"194,34",bank transfer,USD,call center,S036,Jeffrey Chavez,Mid-Atlantic,CHI-03,pending,2023-05-11,5,no,
TX113005,2023-04-20,C81361, Sarah Molina,william91@example.com,Robinville,United States,P0073,Primo T-shirts 406,Apparel,T-shirts,Primo,5152.48 USD,5,0,23,,"25,772.39",Card Payment,USD,physical store,S003,Angie Henderson,Southeast,LAX-02,Pending ,"May 1, 2023",5,NO,
TX104360,2024-09-03,C87607,Shawn Lozano,arobinson@example.net,Lake Jerry,US,P0162,Sunwood Board Games 566,Toys,Board Games,Sunwood,2029.24,10,0,23,19.99,"20,312.39",mobile payment,$,call center,S014,Michele Williams,Gulf Coast,LAX-02,pending,,,no,Complaint under review
TX103604,2024-02-20,C87110,CHARLES JACKSON,robert71@example.com,Sherylfort, United States,P0164,Groveo Dolls 594,Toys,Dolls,Groveo,1330.76,2,0,23,9.99,2671.51,Card Payment,USD ,physical store,S003,Angie Henderson,Mountain West,DAL-04,returned item,29/02/2024,,NO,no comment
TX108055,2024-04-28,C63845,Daniel Thomas,davisjennifer@example.com,Griffithville,US,P0065,Tessara Jackets 633,Apparel,Jackets,Tessara,"520,34",3,0,23,19.99,"1,581.01",PayPal,$,mobile app,S003,Angie Henderson,Southwest,DAL-04,in progress,2024-04-29,1,NO,
TX104580,2024-12-12,C82512,Jacob Edwards,john10@example.net,South April,USA,P0199,Sunwood Hair Care 433,Beauty,Hair Care,Sunwood,"4,162.56",2,5,23,9.99,"7918,85",cash on delivery,USD,physical store,S023,Ethan Adams,Great Lakes,NYC-01,in progress,17/12/2024,,no,N/A
TX102592,2024-12-06,C87518,Ronald Page,hurleybrandon@example.net,Robinsonmouth,UNITED STATES,P0192,Boreo Perfume 310,Beauty,Perfume,Boreo,2262.45,1,15,23,"14,99",$1938.07,bank transfer,$,online,S040,Brittany Farmer,Midwest,NYC-01,Completed,2024-12-07,5,NO,Customer requested an invoice
